TaskName	TaskStart	TaskStarted	TaskNow	TaskEnd	TaskFinish	TaskInfo
任务名称	任务开始时的对话	任务开始后的对话	任务进行中的对话	任务结束时的对话	任务发奖时的对话	任务相关的说明信息
随机_卷轴_收集丸子	<dec><pan>主人，听说最近金人屡屡来犯我朝边境，我们大宋的勇士正整装待发奔赴前线杀敌，但是要知道金人的骁勇善战可不是浪得虚名的，为了保证他们能旗开得胜，我们不如送一些可以提升能力的丸子给他们吧，这些丸子分别是：{长命丸}、{加跑丸}、{大力丸}、{高闪丸}、{高中丸}、{飞速丸}、{冰防丸}、{雷防丸}、{火防丸}、{毒防丸}。交给{临安}的{城门卫兵}就可以了。	<dec><pan>那我们赶紧去把这些丸子找全吧！	<dec><npc>唉，前些的那些金兵可真是勇猛啊！我们接二连三的队伍都几乎被削平了只剩几个回来，如果能有更多的药物来提升我军的士气就好了。	<dec><npc>呵呵，这位<sex>可真是有心呐，虽然只是些许东西，但如果我们所有的大宋子民每人都能像<sex>般出一份力那现在就不至于如此了。	<dec><npc>我身边有这些我用不着的东西，<sex>你挑挑看吧，或许对你行走江湖有所帮助。	
随机_卷轴_收集杀手锏	<dec><pan>主人，听说隐居在{襄阳}的昔日顶级武士{聂弑尘}为了表彰江湖上出类拔萃的武术人才，特地发出悬赏公告，凡是能收集到{金、木、水、火、土}这五个{90级杀手锏}的，定有重赏。我看主人最近手头颇为拮据，不如就把这五块木头找来好去领赏吧！	<dec><pan>杀手锏的获取方法无非只有两种：从聂弑尘那里完成杀手任务获得，或者是从别人那里买，当然，你的运气足够好的话或许能在地上捡到几块也说不定哦！	<dec><npc>为了表彰江湖上出类拔萃的武术人才，凡是能收集到{金、木、水、火、土}这五个{90级杀手锏}的，本人定有重赏。	<dec><npc>嗯！很好，我很久没有钦佩过谁了，这位<sex>可是不简单呐！	<dec><npc>我身边有这些我用不着的东西，<sex>你挑挑看吧，或许对你行走江湖有所帮助。	
随机_卷轴_收集矿石	<dec><pan>主人，听说{成都}有一名{铁匠}正为了打造一把天下无双的宝剑而努力，眼下他需要{玄铁原矿}、{秘银原矿}、{朱砂原矿}以及{金木水火土五}行皆全的{孔雀原石}、{芙蓉原石}、{金属性钟乳原石}各一套，共十八块石头，我们不如去找齐这些石头以便帮助他完成这个愿望吧。	<dec><pan>一般来说这些石头只有在野叟那里完成任务后才有可能得到，当然，如果你愿意的话，你也可以坐船到漠北、风陵渡那种地方去找找。	<dec><npc>为什么寻找了这么久还没有找完我想要的石头呢？难道我所朝思暮盼的宝剑终究是一个无法完成的梦想？	<dec><npc>啊！<sex>你实在是太不可思议了！居然收集了所有的石头！这下我的宝剑终于可以出炉了！	<dec><npc>我身边有这些我用不着的东西，<sex>你挑挑看吧，或许对你行走江湖有所帮助。	
随机_卷轴_收集玫瑰花	<dec><pan>当今武林，用剑最快，剑招最绝，人人称赞的高手用一只手掌就可以尽数。剑皇楚欺天可以毫无争议的列身其中。楚先生十八岁学剑，二十二岁上双剑破竹林悟得天罗剑法，二十五岁于汴京白塔大战五毒教十八蓑衣武士，至三十一岁便领悟了以心御剑的上层境界。人们都说楚先生学剑的年龄过晚，却能成人所不能，实在是古今以来的第一聪慧。其实他们不知道，如果不是十八岁那年被一个女人伤得太深，楚先生或许永远也不会提其剑。他学剑，只是想用自己的双手去找一个答案，当人有目标的时候，迸发出的潜力是无法想象的。主人啊，听说楚先生现在住的地方百花环绕，遍植各种珍奇玫瑰。因为当年那个女子最爱的，就是这种花。主人能不能为{成都}的{礼官}寻找{九朵玫瑰花}呢？	<dec><pan>听说玫瑰花在襄阳的神秘商人那里可以用福缘来买到。	<dec><npc>你能够为我找九朵玫瑰花来吗？让我也感受一下剑皇的心境？	<dec><npc>嗯，那瓣飘落的花朵，正如这逝去的光阴……	<dec><npc>我身边有这些我用不着的东西，<sex>你挑挑看吧，或许对你行走江湖有所帮助。	
随机_卷轴_收集定国图谱	<dec><pan>主人，你听说了吗？采石矶一战，我大宋军队在虞允文先生率领下大获全胜。我听人说，现在虞先生正遇到了点困难，他需要一些图谱来打造更精良的装备，我们赶快去找{全套的定国装备图谱}给他吧！交给{临安}的{城门卫兵}就行。	<dec><pan>这些图谱包括有：定国之青纱长衫、定国之钨砂发冠、定国之赤绢软靴、定国之紫藤护腕和定国之银蚕腰带。应该可以在{临安}的{零贩}那里用{铜钱}买到。	<dec><npc>虞允文将军着我们收集定国之青纱长衫、定国之钨砂发冠、定国之赤绢软靴、定国之紫藤护腕和定国之银蚕腰带的全套图谱，你有吗？	<dec><npc>太好了！这下等我们打造好了这批精良的装备还惧金狗何？	<dec><npc>这是虞允文先生给你的奖励，不要推却，收下吧！	
随机_卷轴_收集安邦图谱	<dec><pan>主人，你听说了吗？采石矶一战，我大宋军队在虞允文先生率领下大获全胜。我听人说，现在虞先生正遇到了点困难，他需要一些图谱来打造更精良的装备，我们赶快去找{全套的安邦装备图谱}给他吧！交给{临安}的{城门卫兵}就行。	<dec><pan>这些图谱包括有：安邦之冰晶石项链、安邦之菊花石指环、安邦之田黄石玉佩、安邦之鸡血石戒指。应该可以在{临安}的{零贩}那里用{铜钱}买到。	<dec><npc>虞允文将军着我们收集安邦之冰晶石项链、安邦之菊花石指环、安邦之田黄石玉佩、安邦之鸡血石戒指的全套图谱，你有吗？	<dec><npc>太好了！这下等我们打造好了这批精良的装备还惧金狗何？	<dec><npc>这是虞允文先生给你的奖励，不要推却，收下吧！	
随机_卷轴_收集唐门技能书	<dec><pan>近来四川唐家堡主被人下毒谋害。江湖风雨飘零，当年的杰出人物，如今死的死，归隐的归隐，早换了另一番景象了。如今各大门派又有一批年轻高手成长起来，可惜门派武功因前辈们的故去而失踪了大半。他们的管家正高价收购各门的武林秘籍！我们不如去找唐门的《{袖箭术·暴雨梨花}》、《{陷阱术·乱环击}》、《{飞刀术·摄魂月影}》和《{飞镖术·九宫飞星}》给他们吧！	<dec><pan>这些技能书应该可以在{临安}的{零贩}那里用{铜钱}买到。	<dec><npc>哦，您是来献秘籍的吗？如今真正关心武林后进的人越来越少了，您真是个好人。	<dec><npc>太好了，这几本正是我最近在苦苦追寻的！	<dec><npc>我身边有这些我用不着的东西，<sex>你挑挑看吧，或许对你行走江湖有所帮助。	
随机_卷轴_收集五毒技能书	<dec><pan>近来四川唐家堡主被人下毒谋害。江湖风雨飘零，当年的杰出人物，如今死的死，归隐的归隐，早换了另一番景象了。如今各大门派又有一批年轻高手成长起来，可惜门派武功因前辈们的故去而失踪了大半。他们的管家正高价收购各门的武林秘籍！我们不如去找{五毒}的《{五毒掌法·卷一}》、《{五毒刀法·卷二}》、和《{五毒慑心术·卷三}》给他们吧！	<dec><pan>这些技能书应该可以在{临安}的{零贩}那里用{铜钱}买到。	<dec><npc>哦，您是来献秘籍的吗？如今真正关心武林后进的人越来越少了，您真是个好人。	<dec><npc>太好了，这几本正是我最近在苦苦追寻的！	<dec><npc>我身边有这些我用不着的东西，<sex>你挑挑看吧，或许对你行走江湖有所帮助。	
随机_卷轴_收集峨眉技能书	<dec><pan>近来四川唐家堡主被人下毒谋害。江湖风雨飘零，当年的杰出人物，如今死的死，归隐的归隐，早换了另一番景象了。如今各大门派又有一批年轻高手成长起来，可惜门派武功因前辈们的故去而失踪了大半。他们的管家正高价收购各门的武林秘籍！我们不如去找{峨眉派}的《{灭剑秘籍}》、《{峨嵋佛光掌秘籍}》、和《{普渡秘籍}》给他们吧！	<dec><pan>这些技能书应该可以在{临安}的{零贩}那里用{铜钱}买到。	<dec><npc>哦，您是来献秘籍的吗？如今真正关心武林后进的人越来越少了，您真是个好人。	<dec><npc>太好了，这几本正是我最近在苦苦追寻的！	<dec><npc>我身边有这些我用不着的东西，<sex>你挑挑看吧，或许对你行走江湖有所帮助。	
随机_卷轴_收集翠烟技能书	<dec><pan>近来四川唐家堡主被人下毒谋害。江湖风雨飘零，当年的杰出人物，如今死的死，归隐的归隐，早换了另一番景象了。如今各大门派又有一批年轻高手成长起来，可惜门派武功因前辈们的故去而失踪了大半。他们的管家正高价收购各门的武林秘籍！我们不如去找{翠烟门}的《{翠烟刀法}》、《{翠烟双刀}》给他们吧！	<dec><pan>这些技能书应该可以在{临安}的{零贩}那里用{铜钱}买到。	<dec><npc>哦，您是来献秘籍的吗？如今真正关心武林后进的人越来越少了，您真是个好人。	<dec><npc>太好了，这几本正是我最近在苦苦追寻的！	<dec><npc>我身边有这些我用不着的东西，<sex>你挑挑看吧，或许对你行走江湖有所帮助。	
随机_卷轴_收集丐帮技能书	<dec><pan>近来四川唐家堡主被人下毒谋害。江湖风雨飘零，当年的杰出人物，如今死的死，归隐的归隐，早换了另一番景象了。如今各大门派又有一批年轻高手成长起来，可惜门派武功因前辈们的故去而失踪了大半。他们的管家正高价收购各门的武林秘籍！我们不如去找{丐帮}的《{丐帮掌法}》、《{丐帮棍法}》给他们吧！	<dec><pan>这些技能书应该可以在{临安}的{零贩}那里用{铜钱}买到。	<dec><npc>哦，您是来献秘籍的吗？如今真正关心武林后进的人越来越少了，您真是个好人。	<dec><npc>太好了，这几本正是我最近在苦苦追寻的！	<dec><npc>我身边有这些我用不着的东西，<sex>你挑挑看吧，或许对你行走江湖有所帮助。	
随机_卷轴_收集天忍技能书	<dec><pan>近来四川唐家堡主被人下毒谋害。江湖风雨飘零，当年的杰出人物，如今死的死，归隐的归隐，早换了另一番景象了。如今各大门派又有一批年轻高手成长起来，可惜门派武功因前辈们的故去而失踪了大半。他们的管家正高价收购各门的武林秘籍！我们不如去找{天忍教}的《{云龙击·矛法}》、《{流星·刀法}》、和《{摄魂·诅咒}》给他们吧！	<dec><pan>这些技能书应该可以在{临安}的{零贩}那里用{铜钱}买到。	<dec><npc>哦，您是来献秘籍的吗？如今真正关心武林后进的人越来越少了，您真是个好人。	<dec><npc>太好了，这几本正是我最近在苦苦追寻的！	<dec><npc>我身边有这些我用不着的东西，<sex>你挑挑看吧，或许对你行走江湖有所帮助。	
随机_卷轴_收集武当技能书	<dec><pan>近来四川唐家堡主被人下毒谋害。江湖风雨飘零，当年的杰出人物，如今死的死，归隐的归隐，早换了另一番景象了。如今各大门派又有一批年轻高手成长起来，可惜门派武功因前辈们的故去而失踪了大半。他们的管家正高价收购各门的武林秘籍！我们不如去找{武当派}的《{太极拳谱·卷三}》、《{太极剑谱·卷二}》给他们吧！	<dec><pan>这些技能书应该可以在{临安}的{零贩}那里用{铜钱}买到。	<dec><npc>哦，您是来献秘籍的吗？如今真正关心武林后进的人越来越少了，您真是个好人。	<dec><npc>太好了，这几本正是我最近在苦苦追寻的！	<dec><npc>我身边有这些我用不着的东西，<sex>你挑挑看吧，或许对你行走江湖有所帮助。	
随机_卷轴_收集昆仑技能书	<dec><pan>近来四川唐家堡主被人下毒谋害。江湖风雨飘零，当年的杰出人物，如今死的死，归隐的归隐，早换了另一番景象了。如今各大门派又有一批年轻高手成长起来，可惜门派武功因前辈们的故去而失踪了大半。他们的管家正高价收购各门的武林秘籍！我们不如去找{昆仑派}的《{驭风术}》、《{驭雷术}》、和《{驭心术}》给他们吧！	<dec><pan>这些技能书应该可以在{临安}的{零贩}那里用{铜钱}买到。	<dec><npc>哦，您是来献秘籍的吗？如今真正关心武林后进的人越来越少了，您真是个好人。	<dec><npc>太好了，这几本正是我最近在苦苦追寻的！	<dec><npc>我身边有这些我用不着的东西，<sex>你挑挑看吧，或许对你行走江湖有所帮助。	
随机_卷轴_收集少林技能书	<dec><pan>近来四川唐家堡主被人下毒谋害。江湖风雨飘零，当年的杰出人物，如今死的死，归隐的归隐，早换了另一番景象了。如今各大门派又有一批年轻高手成长起来，可惜门派武功因前辈们的故去而失踪了大半。他们的管家正高价收购各门的武林秘籍！我们不如去找{少林}的《{少林拳法·卷一}》、《{少林棍法·卷二}》、和《{少林刀法·卷三}》给他们吧！	<dec><pan>这些技能书应该可以在{临安}的{零贩}那里用{铜钱}买到。	<dec><npc>哦，您是来献秘籍的吗？如今真正关心武林后进的人越来越少了，您真是个好人。	<dec><npc>太好了，这几本正是我最近在苦苦追寻的！	<dec><npc>我身边有这些我用不着的东西，<sex>你挑挑看吧，或许对你行走江湖有所帮助。
随机_卷轴_收集天王技能书	<dec><pan>近来四川唐家堡主被人下毒谋害。江湖风雨飘零，当年的杰出人物，如今死的死，归隐的归隐，早换了另一番景象了。如今各大门派又有一批年轻高手成长起来，可惜门派武功因前辈们的故去而失踪了大半。他们的管家正高价收购各门的武林秘籍！我们不如去找{天王帮}的《{天王锤法·卷一}》、《{天王枪法·卷二}》、和《{天王刀法·卷三}》给他们吧！	<dec><pan>这些技能书应该可以在{临安}的{零贩}那里用{铜钱}买到。	<dec><npc>哦，您是来献秘籍的吗？如今真正关心武林后进的人越来越少了，您真是个好人。	<dec><npc>太好了，这几本正是我最近在苦苦追寻的！	<dec><npc>我身边有这些我用不着的东西，<sex>你挑挑看吧，或许对你行走江湖有所帮助。
随机_卷轴_收集全套天煌	<dec><pan>传说江湖上流传着一套铠甲，是当年赢氏先祖屠邪龙取其甲片制成，穿戴之后能夺天地造化，是世间唯一真如神迹般的圣物。我父亲的爷爷曾经说，谁拥有了天煌龙器，便可以主宰天下兴亡，苍生福祸。主人你别看现在市面上的龙器不少，那都是仿制的赝品。听说在{汴京}的{陈三宝}正高价收集真正的{全套天煌龙器}，我们不如去试试看？	<dec><pan>天煌龙器是做各个主线剧情所得的奖励，当然，别人手里也有不少哦。	<dec><npc>你可曾见过真正的全套天煌龙器？我想那一定是金光闪闪的一套呀！	<dec><npc>太好了，它们正是我最近在苦苦追寻的！	<dec><npc>我身边有这些我用不着的东西，<sex>你挑挑看吧，或许对你行走江湖有所帮助。
随机_卷轴_收集全套金枫	<dec><pan>宋金大战死了许多名将，他们多方收集的许多珍宝也就此流失。编织于春秋战国时代的一套宝甲就因主人神秘失踪而遗落在了民间。这套铠甲可以发出金子一样的光芒，每件铠甲都轻如鸿毛，它的名字叫金枫。听说在{汴京}的{陈三宝}正高价收集真正的{全套金枫装备}，我们不如去试试看？	<dec><pan>金枫是做各个主线、支线剧情所得的奖励，当然，别人手里也有不少哦。	<dec><npc>你可曾见过真正的全套金枫装备？我想那一定是金光闪闪的一套呀！	<dec><npc>太好了，它们正是我最近在苦苦追寻的！	<dec><npc>我身边有这些我用不着的东西，<sex>你挑挑看吧，或许对你行走江湖有所帮助。
随机_卷轴_收集藏宝图碎片	<dec><pan>据说从真品的天煌龙器中可以启出一套神秘的藏宝图，假设能收集齐一{套藏宝图碎片}，便可以找出自始皇帝时就存在的华夏龙脉之所在。主人，现在{临安}的{丁员外}正在收集这套东西呢，他可是个富商哦，如果我们找齐给他应该能得到不少报酬的吧！看你最近穷的连药也买不起了。	<dec><pan>每完成一个主线任务就可以获得一张藏宝图碎片，可是稀罕的东西哦！	<dec><npc>别的话我就不多说了，如果你能够收集有全套的藏宝图碎片来给我的话我就给你丰厚的报酬！	<dec><npc>太好了，它们正是我最近在苦苦追寻的！	<dec><npc>我身边有这些我用不着的东西，<sex>你挑挑看吧，或许对你行走江湖有所帮助。
随机_卷轴_收集定国全套	<dec><pan>主人，你听说了吗？采石矶一战，我大宋军队在虞允文先生率领下大获全胜。我听人说，现在虞先生正遇到了点困难，他需要一些打造更精良的装备来准备下一场恶战，我们赶快去找{全套的定国装备}给他吧！交给{临安}的{城门卫兵}就行。	<dec><pan>定国装备是很高级的装备，或许在市场上可以找得到。	<dec><npc>虞允文将军着我们收集定国之青纱长衫、定国之钨砂发冠、定国之赤绢软靴、定国之紫藤护腕和定国之银蚕腰带这些装备，你有吗？	<dec><npc>太好了！这下等我们打造好了这批精良的装备还惧金狗何？	<dec><npc>这是虞允文先生给你的奖励，不要推却，收下吧！
随机_卷轴_收集侠骨全套	<dec><pan>主人，你听说了吗？采石矶一战，我大宋军队在虞允文先生率领下大获全胜。我听人说，现在虞先生正遇到了点困难，他需要一些打造更精良的装备来准备下一场恶战，我们赶快去找{全套的侠骨装备}给他吧！交给{临安}的{城门卫兵}就行。	<dec><pan>侠骨装备是比较高级的新手装备，野叟任务会奖励一些，而且在市场上也可以找得到。	<dec><npc>虞允文将军着我们收集侠骨之铁血衫、侠骨之多情环、侠骨之丹心戒、和侠骨之情意结这些装备，你有吗？	<dec><npc>太好了！这下等我们打造好了这批精良的装备还惧金狗何？	<dec><npc>这是虞允文先生给你的奖励，不要推却，收下吧！
随机_卷轴_收集柔情全套	<dec><pan>主人，你听说了吗？采石矶一战，我大宋军队在虞允文先生率领下大获全胜。我听人说，现在虞先生正遇到了点困难，他需要一些打造更精良的装备来准备下一场恶战，我们赶快去找{全套的柔情装备}给他吧！交给{临安}的{城门卫兵}就行。	<dec><pan>柔情装备是比较高级的新手装备，野叟任务会奖励一些，而且在市场上也可以找得到。	<dec><npc>虞允文将军着我们收集柔情之巾帼霓裳、柔情之淑女项链、柔情之凤仪戒指、和柔情之慧心玉佩这些装备，你有吗？	<dec><npc>太好了！这下等我们打造好了这批精良的装备还惧金狗何？	<dec><npc>这是虞允文先生给你的奖励，不要推却，收下吧！
随机_卷轴_收集玄铁剑	<dec><pan>慕容不羁的绝学原来是铸造兵刃。他这生最大的遗憾，就是自己铸造的匕首被刺客用于行刺精忠报国的岳武穆。而他的弟子目前正隐藏于{扬州}城中做一名{铁匠}。为了补偿当年种下的祸根，他希望在有生之年铸造九口长剑，赠予天下侠义之士，除暴安良。所以需要先获得已铸成的宝剑再回炉修炼。为了达到这一目标，他需要{金、木、水、火、土}这五种属性的{玄铁剑}各一把，我们去帮助他吧！	<dec><pan>玄铁剑在沙漠或者长白山等高级地方可以找得到。	<dec><npc>在下为了铸造九口长剑，赠予天下侠义之士，正在寻求{金、木、水、火、土}这五种属性的{玄铁剑}各一把，这位<sex>不懂可否帮我寻找？	<dec><npc>啊！<sex>你实在是太不可思议了！居然收集了所有不同属性的玄铁剑！这下我的宝剑终于可以出炉了！	<dec><npc>这是我替师傅给你的奖励，不要推却，收下吧！
随机_卷轴_收集大风刀	<dec><pan>慕容不羁的绝学原来是铸造兵刃。他这生最大的遗憾，就是自己铸造的匕首被刺客用于行刺精忠报国的岳武穆。而他的弟子目前正隐藏于{扬州}城中做一名{铁匠}。为了补偿当年种下的祸根，他希望在有生之年铸造九口长剑，赠予天下侠义之士，除暴安良。所以需要先获得已铸成的宝剑利刃再回炉修炼。为了达到这一目标，他需要{金、木、水、火、土}这五种属性的{大风刀}各一把，我们去帮助他吧！	<dec><pan>大风刀在沙漠或者长白山等高级地方可以找得到。	<dec><npc>在下为了铸造九口长剑，赠予天下侠义之士，正在寻求{金、木、水、火、土}这五种属性的{大风刀}各一把，这位<sex>不懂可否帮我寻找？	<dec><npc>啊！<sex>你实在是太不可思议了！居然收集了所有不同属性的大风刀！这下我的宝剑终于可以出炉了！	<dec><npc>这是我替师傅给你的奖励，不要推却，收下吧！
随机_卷轴_收集金箍棒	<dec><pan>慕容不羁的绝学原来是铸造兵刃。他这生最大的遗憾，就是自己铸造的匕首被刺客用于行刺精忠报国的岳武穆。而他的弟子目前正隐藏于{扬州}城中做一名{铁匠}。为了补偿当年种下的祸根，他希望在有生之年铸造九口长剑，赠予天下侠义之士，除暴安良。所以需要先获得已铸成的宝剑利刃再回炉修炼。为了达到这一目标，他需要{金、木、水、火、土}这五种属性的{金箍棒}各一根，我们去帮助他吧！	<dec><pan>金箍棒在沙漠或者长白山等高级地方可以找得到。	<dec><npc>在下为了铸造九口长剑，赠予天下侠义之士，正在寻求{金、木、水、火、土}这五种属性的{金箍棒}各一根，这位<sex>不懂可否帮我寻找？	<dec><npc>啊！<sex>你实在是太不可思议了！居然收集了所有不同属性的金箍棒！这下我的宝剑终于可以出炉了！	<dec><npc>这是我替师傅给你的奖励，不要推却，收下吧！
随机_卷轴_收集破天戟	<dec><pan>慕容不羁的绝学原来是铸造兵刃。他这生最大的遗憾，就是自己铸造的匕首被刺客用于行刺精忠报国的岳武穆。而他的弟子目前正隐藏于{扬州}城中做一名{铁匠}。为了补偿当年种下的祸根，他希望在有生之年铸造九口长剑，赠予天下侠义之士，除暴安良。所以需要先获得已铸成的宝剑利刃再回炉修炼。为了达到这一目标，他需要{金、木、水、火、土}这五种属性的{破天戟}各一件，我们去帮助他吧！	<dec><pan>破天戟在沙漠或者长白山等高级地方可以找得到。	<dec><npc>在下为了铸造九口长剑，赠予天下侠义之士，正在寻求{金、木、水、火、土}这五种属性的{破天戟}各一件，这位<sex>不懂可否帮我寻找？	<dec><npc>啊！<sex>你实在是太不可思议了！居然收集了所有不同属性的破天戟！这下我的宝剑终于可以出炉了！	<dec><npc>这是我替师傅给你的奖励，不要推却，收下吧！
随机_卷轴_收集破天锤	<dec><pan>慕容不羁的绝学原来是铸造兵刃。他这生最大的遗憾，就是自己铸造的匕首被刺客用于行刺精忠报国的岳武穆。而他的弟子目前正隐藏于{扬州}城中做一名{铁匠}。为了补偿当年种下的祸根，他希望在有生之年铸造九口长剑，赠予天下侠义之士，除暴安良。所以需要先获得已铸成的宝剑利刃再回炉修炼。为了达到这一目标，他需要{金、木、水、火、土}这五种属性的{破天锤}各一个，我们去帮助他吧！	<dec><pan>破天锤在沙漠或者长白山等高级地方可以找得到。	<dec><npc>在下为了铸造九口长剑，赠予天下侠义之士，正在寻求{金、木、水、火、土}这五种属性的{破天锤}各一件，这位<sex>不懂可否帮我寻找？	<dec><npc>啊！<sex>你实在是太不可思议了！居然收集了所有不同属性的破天锤！这下我的宝剑终于可以出炉了！	<dec><npc>这是我替师傅给你的奖励，不要推却，收下吧！
随机_卷轴_收集霸王镖	<dec><pan>近来四川唐家堡主被人下毒谋害。江湖风雨飘零，当年的杰出人物，如今死的死，归隐的归隐，早换了另一番景象了。如今各大门派又有一批年轻高手成长起来，可惜门派武功因前辈们的故去而失踪了大半。他们的管家正高价收购各种奇兵暗器，而且听说他们目前正需要{金、木、水、火、土}这五种属性的{霸王镖}各一个，我们不如收集给他来领取点奖励吧！	<dec><pan>霸王镖在沙漠或者长白山等高级地方可以找得到。	<dec><npc>您是来帮助我们收集{金、木、水、火、土}这五种属性的{霸王镖}的吗？替我们唐门办事的人绝对少不了好处的。	<dec><npc>太好了，这些东西正是我最近在苦苦追寻的！	<dec><npc>我身边有这些我用不着的东西，<sex>你挑挑看吧，或许对你行走江湖有所帮助。
随机_卷轴_收集碎月刀	<dec><pan>近来四川唐家堡主被人下毒谋害。江湖风雨飘零，当年的杰出人物，如今死的死，归隐的归隐，早换了另一番景象了。如今各大门派又有一批年轻高手成长起来，可惜门派武功因前辈们的故去而失踪了大半。他们的管家正高价收购各种奇兵暗器，而且听说他们目前正需要{金、木、水、火、土}这五种属性的{碎月刀}各一个，我们不如收集给他来领取点奖励吧！	<dec><pan>碎月刀在沙漠或者长白山等高级地方可以找得到。	<dec><npc>您是来帮助我们收集{金、木、水、火、土}这五种属性的{碎月刀}的吗？替我们唐门办事的人绝对少不了好处的。	<dec><npc>太好了，这些东西正是我最近在苦苦追寻的！	<dec><npc>我身边有这些我用不着的东西，<sex>你挑挑看吧，或许对你行走江湖有所帮助。
随机_卷轴_收集孔雀翎	<dec><pan>近来四川唐家堡主被人下毒谋害。江湖风雨飘零，当年的杰出人物，如今死的死，归隐的归隐，早换了另一番景象了。如今各大门派又有一批年轻高手成长起来，可惜门派武功因前辈们的故去而失踪了大半。他们的管家正高价收购各种奇兵暗器，而且听说他们目前正需要{金、木、水、火、土}这五种属性的{孔雀翎}各一个，我们不如收集给他来领取点奖励吧！	<dec><pan>孔雀翎在沙漠或者长白山等高级地方可以找得到。	<dec><npc>您是来帮助我们收集{金、木、水、火、土}这五种属性的{孔雀翎}的吗？替我们唐门办事的人绝对少不了好处的。	<dec><npc>太好了，这些东西正是我最近在苦苦追寻的！	<dec><npc>我身边有这些我用不着的东西，<sex>你挑挑看吧，或许对你行走江湖有所帮助。
